No,Rep,Timepoint,Date,Year,Time,Treatment,Temp,Cone,Culture,popcross,Family,Mom,Dad,Species,BoatID,Wells,No.LarvaeIn,No.LarvaeOut,No.LarvaeDead,Percent_Survival_atend,CrossType,Survival
3931,5,2,17.12.20,2020,10:00,Ambient,27.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,156,F,20,20,0,100,IndivCross,1
3932,6,2,17.12.20,2020,10:00,Ambient,27.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,156,F,20,20,0,100,IndivCross,1
3933,7,2,17.12.20,2020,10:00,Ambient,27.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,156,F,20,20,0,100,IndivCross,1
3934,8,2,17.12.20,2020,10:00,Ambient,27.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,156,F,20,20,0,100,IndivCross,1
3935,9,2,17.12.20,2020,10:00,Ambient,27.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,156,F,20,20,0,100,IndivCross,1
3936,10,2,17.12.20,2020,10:00,Ambient,27.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,156,F,20,20,0,100,IndivCross,1
3937,11,2,17.12.20,2020,10:00,Ambient,27.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,156,F,20,20,0,100,IndivCross,1
3938,12,2,17.12.20,2020,10:00,Ambient,27.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,156,F,20,20,0,100,IndivCross,1
3939,13,2,17.12.20,2020,10:00,Ambient,27.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,156,F,20,20,0,100,IndivCross,1
3940,14,2,17.12.20,2020,10:00,Ambient,27.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,156,F,20,20,0,100,IndivCross,1
3941,15,2,17.12.20,2020,10:00,Ambient,27.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,156,F,20,20,0,100,IndivCross,1
3942,16,2,17.12.20,2020,10:00,Ambient,27.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,156,F,20,20,0,100,IndivCross,1
3943,17,2,17.12.20,2020,10:00,Ambient,27.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,156,F,20,20,0,100,IndivCross,1
3944,18,2,17.12.20,2020,10:00,Ambient,27.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,156,F,20,20,0,100,IndivCross,1
3945,19,2,17.12.20,2020,10:00,Ambient,27.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,156,F,20,20,0,100,IndivCross,1
3946,20,2,17.12.20,2020,10:00,Ambient,27.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,156,F,20,20,0,100,IndivCross,1
3947,1,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,D,17,0,17,0,IndivCross,0
3948,2,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,D,17,0,17,0,IndivCross,0
3949,3,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,D,17,0,17,0,IndivCross,0
3950,4,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,D,17,0,17,0,IndivCross,0
3951,5,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,D,17,0,17,0,IndivCross,0
3952,6,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,D,17,0,17,0,IndivCross,0
3953,7,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,D,17,0,17,0,IndivCross,0
3954,8,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,D,17,0,17,0,IndivCross,0
3955,9,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,D,17,0,17,0,IndivCross,0
3956,10,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,D,17,0,17,0,IndivCross,0
3957,11,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,D,17,0,17,0,IndivCross,0
3958,12,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,D,17,0,17,0,IndivCross,0
3959,13,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,D,17,0,17,0,IndivCross,0
3960,14,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,D,17,0,17,0,IndivCross,0
3961,15,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,D,17,0,17,0,IndivCross,0
3962,16,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,D,17,0,17,0,IndivCross,0
3963,17,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,D,17,0,17,0,IndivCross,0
3964,1,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,E,17,0,17,0,IndivCross,0
3965,2,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,E,17,0,17,0,IndivCross,0
3966,3,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,E,17,0,17,0,IndivCross,0
3967,4,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,E,17,0,17,0,IndivCross,0
3968,5,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,E,17,0,17,0,IndivCross,0
3969,6,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,E,17,0,17,0,IndivCross,0
3970,7,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,E,17,0,17,0,IndivCross,0
3971,8,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,E,17,0,17,0,IndivCross,0
3972,9,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,E,17,0,17,0,IndivCross,0
3973,10,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,E,17,0,17,0,IndivCross,0
3974,11,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,E,17,0,17,0,IndivCross,0
3975,12,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,E,17,0,17,0,IndivCross,0
3976,13,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,E,17,0,17,0,IndivCross,0
3977,14,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,E,17,0,17,0,IndivCross,0
3978,15,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,E,17,0,17,0,IndivCross,0
3979,16,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,E,17,0,17,0,IndivCross,0
3980,17,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,E,17,0,17,0,IndivCross,0
3981,1,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,F,19,0,19,0,IndivCross,0
3982,2,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,F,19,0,19,0,IndivCross,0
3983,3,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,F,19,0,19,0,IndivCross,0
3984,4,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,F,19,0,19,0,IndivCross,0
3985,5,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,F,19,0,19,0,IndivCross,0
3986,6,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,F,19,0,19,0,IndivCross,0
3987,7,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,F,19,0,19,0,IndivCross,0
3988,8,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,F,19,0,19,0,IndivCross,0
3989,9,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,F,19,0,19,0,IndivCross,0
3990,10,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,F,19,0,19,0,IndivCross,0
3991,11,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,F,19,0,19,0,IndivCross,0
3992,12,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,F,19,0,19,0,IndivCross,0
3993,13,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,F,19,0,19,0,IndivCross,0
3994,14,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,F,19,0,19,0,IndivCross,0
3995,15,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,F,19,0,19,0,IndivCross,0
3996,16,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,F,19,0,19,0,IndivCross,0
3997,17,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,F,19,0,19,0,IndivCross,0
3998,18,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,F,19,0,19,0,IndivCross,0
3999,19,2,17.12.20,2020,10:00,Hot,35.5C,78,Parke5xDavies6,ParkexDavies,T.F22,Parke5,Davies6,A.ten,128,F,19,0,19,0,IndivCross,0
4000,1,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,D,19,19,0,100,IndivCross,1
4001,2,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,D,19,19,0,100,IndivCross,1
4002,3,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,D,19,19,0,100,IndivCross,1
4003,4,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,D,19,19,0,100,IndivCross,1
4004,5,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,D,19,19,0,100,IndivCross,1
4005,6,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,D,19,19,0,100,IndivCross,1
4006,7,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,D,19,19,0,100,IndivCross,1
4007,8,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,D,19,19,0,100,IndivCross,1
4008,9,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,D,19,19,0,100,IndivCross,1
4009,10,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,D,19,19,0,100,IndivCross,1
4010,11,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,D,19,19,0,100,IndivCross,1
4011,12,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,D,19,19,0,100,IndivCross,1
4012,13,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,D,19,19,0,100,IndivCross,1
4013,14,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,D,19,19,0,100,IndivCross,1
4014,15,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,D,19,19,0,100,IndivCross,1
4015,16,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,D,19,19,0,100,IndivCross,1
4016,17,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,D,19,19,0,100,IndivCross,1
4017,18,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,D,19,19,0,100,IndivCross,1
4018,19,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,D,19,19,0,100,IndivCross,1
4019,1,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4020,2,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4021,3,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4022,4,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4023,5,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4024,6,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4025,7,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4026,8,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4027,9,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4028,10,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4029,11,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4030,12,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4031,13,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4032,14,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4033,15,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4034,16,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4035,17,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4036,18,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4037,19,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4038,20,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,E,20,20,0,100,IndivCross,1
4039,1,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4040,2,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4041,3,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4042,4,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4043,5,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4044,6,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4045,7,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4046,8,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4047,9,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4048,10,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4049,11,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4050,12,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4051,13,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4052,14,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4053,15,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4054,16,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4055,17,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4056,18,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4057,19,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4058,20,2,17.12.20,2020,10:00,Ambient,27.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,140,F,20,20,0,100,IndivCross,1
4059,1,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,D,19,5,14,26.31578947,IndivCross,1
4060,2,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,D,19,5,14,26.31578947,IndivCross,1
4061,3,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,D,19,5,14,26.31578947,IndivCross,1
4062,4,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,D,19,5,14,26.31578947,IndivCross,1
4063,5,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,D,19,5,14,26.31578947,IndivCross,1
4064,6,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,D,19,5,14,26.31578947,IndivCross,0
4065,7,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,D,19,5,14,26.31578947,IndivCross,0
4066,8,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,D,19,5,14,26.31578947,IndivCross,0
4067,9,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,D,19,5,14,26.31578947,IndivCross,0
4068,10,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,D,19,5,14,26.31578947,IndivCross,0
4069,11,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,D,19,5,14,26.31578947,IndivCross,0
4070,12,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,D,19,5,14,26.31578947,IndivCross,0
4071,13,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,D,19,5,14,26.31578947,IndivCross,0
4072,14,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,D,19,5,14,26.31578947,IndivCross,0
4073,15,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,D,19,5,14,26.31578947,IndivCross,0
4074,16,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,D,19,5,14,26.31578947,IndivCross,0
4075,17,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,D,19,5,14,26.31578947,IndivCross,0
4076,18,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,D,19,5,14,26.31578947,IndivCross,0
4077,19,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,D,19,5,14,26.31578947,IndivCross,0
4078,1,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,E,19,5,14,26.31578947,IndivCross,1
4079,2,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,E,19,5,14,26.31578947,IndivCross,1
4080,3,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,E,19,5,14,26.31578947,IndivCross,1
4081,4,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,E,19,5,14,26.31578947,IndivCross,1
4082,5,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,E,19,5,14,26.31578947,IndivCross,1
4083,6,2,17.12.20,2020,10:00,Hot,35.5C,79,Palms5xPalms4,PalmsxPalms,T.F34,Palms5,Palms4,A.ten,112,E,19,5,14,26.31578947,IndivCross,0
