No,Rep,Timepoint,Date,Year,Time,Treatment,Temp,Cone,Culture,popcross,Family,ReefMom,Mom,Dad,Species,BoatID,Wells,No.LarvaeIn,No.LarvaeOut,No.LarvaeDead,Percent_Survival_atend,CrossType,Survival,Region_cross
785,10,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,D,20,18,2,90,IndivCross,1,NorthxCentral
786,11,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,D,20,18,2,90,IndivCross,1,NorthxCentral
787,12,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,D,20,18,2,90,IndivCross,1,NorthxCentral
788,13,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,D,20,18,2,90,IndivCross,1,NorthxCentral
789,14,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,D,20,18,2,90,IndivCross,1,NorthxCentral
790,15,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,D,20,18,2,90,IndivCross,1,NorthxCentral
791,16,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,D,20,18,2,90,IndivCross,1,NorthxCentral
792,17,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,D,20,18,2,90,IndivCross,1,NorthxCentral
793,18,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,D,20,18,2,90,IndivCross,1,NorthxCentral
794,19,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,D,20,18,2,90,IndivCross,0,NorthxCentral
795,20,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,D,20,18,2,90,IndivCross,0,NorthxCentral
796,1,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
797,2,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
798,3,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
799,4,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
800,5,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
801,6,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
802,7,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
803,8,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
804,9,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
805,10,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
806,11,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
807,12,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
808,13,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
809,14,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
810,15,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
811,16,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
812,17,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
813,18,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
814,19,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
815,20,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,1,NorthxCentral
816,21,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,E,21,20,1,95.23809524,IndivCross,0,NorthxCentral
817,1,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,1,NorthxCentral
818,2,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,1,NorthxCentral
819,3,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,1,NorthxCentral
820,4,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,1,NorthxCentral
821,5,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,1,NorthxCentral
822,6,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,1,NorthxCentral
823,7,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,1,NorthxCentral
824,8,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,1,NorthxCentral
825,9,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,1,NorthxCentral
826,10,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,1,NorthxCentral
827,11,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,1,NorthxCentral
828,12,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,1,NorthxCentral
829,13,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,1,NorthxCentral
830,14,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,1,NorthxCentral
831,15,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,1,NorthxCentral
832,16,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,1,NorthxCentral
833,17,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,1,NorthxCentral
834,18,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,1,NorthxCentral
835,19,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,1,NorthxCentral
836,20,2,17.12.20,2020,10:00,Ambient,27.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,70,F,20,19,1,95,IndivCross,0,NorthxCentral
837,1,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,1,NorthxCentral
838,2,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,1,NorthxCentral
839,3,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,1,NorthxCentral
840,4,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,1,NorthxCentral
841,5,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,1,NorthxCentral
842,6,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,1,NorthxCentral
843,7,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,1,NorthxCentral
844,8,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,0,NorthxCentral
845,9,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,0,NorthxCentral
846,10,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,0,NorthxCentral
847,11,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,0,NorthxCentral
848,12,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,0,NorthxCentral
849,13,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,0,NorthxCentral
850,14,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,0,NorthxCentral
851,15,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,0,NorthxCentral
852,16,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,0,NorthxCentral
853,17,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,0,NorthxCentral
854,18,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,0,NorthxCentral
855,19,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,0,NorthxCentral
856,19,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,D,19,6,13,31.57894737,IndivCross,0,NorthxCentral
857,1,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,E,19,6,13,31.57894737,IndivCross,1,NorthxCentral
858,2,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,E,19,6,13,31.57894737,IndivCross,1,NorthxCentral
859,3,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,E,19,6,13,31.57894737,IndivCross,1,NorthxCentral
860,4,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,E,19,6,13,31.57894737,IndivCross,1,NorthxCentral
861,5,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,E,19,6,13,31.57894737,IndivCross,1,NorthxCentral
862,6,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,E,19,6,13,31.57894737,IndivCross,1,NorthxCentral
863,7,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,E,19,6,13,31.57894737,IndivCross,0,NorthxCentral
864,8,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,E,19,6,13,31.57894737,IndivCross,0,NorthxCentral
865,9,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,E,19,6,13,31.57894737,IndivCross,0,NorthxCentral
866,10,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,E,19,6,13,31.57894737,IndivCross,0,NorthxCentral
867,11,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,E,19,6,13,31.57894737,IndivCross,0,NorthxCentral
868,12,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,E,19,6,13,31.57894737,IndivCross,0,NorthxCentral
869,13,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,E,19,6,13,31.57894737,IndivCross,0,NorthxCentral
870,14,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,E,19,6,13,31.57894737,IndivCross,0,NorthxCentral
871,15,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,E,19,6,13,31.57894737,IndivCross,0,NorthxCentral
872,16,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,E,19,6,13,31.57894737,IndivCross,0,NorthxCentral
873,17,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,E,19,6,13,31.57894737,IndivCross,0,NorthxCentral
874,18,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,E,19,6,13,31.57894737,IndivCross,0,NorthxCentral
875,19,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,E,19,6,13,31.57894737,IndivCross,0,NorthxCentral
876,1,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,1,NorthxCentral
877,2,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,1,NorthxCentral
878,3,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,1,NorthxCentral
879,4,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,1,NorthxCentral
880,5,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,1,NorthxCentral
881,6,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,0,NorthxCentral
882,7,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,0,NorthxCentral
883,8,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,0,NorthxCentral
884,9,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,0,NorthxCentral
885,10,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,0,NorthxCentral
886,11,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,0,NorthxCentral
887,12,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,0,NorthxCentral
888,13,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,0,NorthxCentral
889,14,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,0,NorthxCentral
890,15,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,0,NorthxCentral
891,16,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,0,NorthxCentral
892,17,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,0,NorthxCentral
893,18,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,0,NorthxCentral
894,19,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,0,NorthxCentral
895,20,2,17.12.20,2020,10:00,Hot,35.5C,29,Jewell8xPalms5,JewellxPalms,T.F53,Jewell8,Jewell8,Palms5,A.ten,71,F,20,5,15,25,IndivCross,0,NorthxCentral
896,1,2,17.12.20,2020,10:00,Ambient,27.5C,30,Jewell2xPalms1,JewellxPalms,T.F39,Jewell2,Jewell2,Palms1,A.ten,140,A,20,20,0,100,IndivCross,1,NorthxCentral
897,2,2,17.12.20,2020,10:00,Ambient,27.5C,30,Jewell2xPalms1,JewellxPalms,T.F39,Jewell2,Jewell2,Palms1,A.ten,140,A,20,20,0,100,IndivCross,1,NorthxCentral
898,3,2,17.12.20,2020,10:00,Ambient,27.5C,30,Jewell2xPalms1,JewellxPalms,T.F39,Jewell2,Jewell2,Palms1,A.ten,140,A,20,20,0,100,IndivCross,1,NorthxCentral
899,4,2,17.12.20,2020,10:00,Ambient,27.5C,30,Jewell2xPalms1,JewellxPalms,T.F39,Jewell2,Jewell2,Palms1,A.ten,140,A,20,20,0,100,IndivCross,1,NorthxCentral
900,5,2,17.12.20,2020,10:00,Ambient,27.5C,30,Jewell2xPalms1,JewellxPalms,T.F39,Jewell2,Jewell2,Palms1,A.ten,140,A,20,20,0,100,IndivCross,1,NorthxCentral
901,6,2,17.12.20,2020,10:00,Ambient,27.5C,30,Jewell2xPalms1,JewellxPalms,T.F39,Jewell2,Jewell2,Palms1,A.ten,140,A,20,20,0,100,IndivCross,1,NorthxCentral
902,7,2,17.12.20,2020,10:00,Ambient,27.5C,30,Jewell2xPalms1,JewellxPalms,T.F39,Jewell2,Jewell2,Palms1,A.ten,140,A,20,20,0,100,IndivCross,1,NorthxCentral
903,8,2,17.12.20,2020,10:00,Ambient,27.5C,30,Jewell2xPalms1,JewellxPalms,T.F39,Jewell2,Jewell2,Palms1,A.ten,140,A,20,20,0,100,IndivCross,1,NorthxCentral
904,9,2,17.12.20,2020,10:00,Ambient,27.5C,30,Jewell2xPalms1,JewellxPalms,T.F39,Jewell2,Jewell2,Palms1,A.ten,140,A,20,20,0,100,IndivCross,1,NorthxCentral
905,10,2,17.12.20,2020,10:00,Ambient,27.5C,30,Jewell2xPalms1,JewellxPalms,T.F39,Jewell2,Jewell2,Palms1,A.ten,140,A,20,20,0,100,IndivCross,1,NorthxCentral
906,11,2,17.12.20,2020,10:00,Ambient,27.5C,30,Jewell2xPalms1,JewellxPalms,T.F39,Jewell2,Jewell2,Palms1,A.ten,140,A,20,20,0,100,IndivCross,1,NorthxCentral
907,12,2,17.12.20,2020,10:00,Ambient,27.5C,30,Jewell2xPalms1,JewellxPalms,T.F39,Jewell2,Jewell2,Palms1,A.ten,140,A,20,20,0,100,IndivCross,1,NorthxCentral
908,13,2,17.12.20,2020,10:00,Ambient,27.5C,30,Jewell2xPalms1,JewellxPalms,T.F39,Jewell2,Jewell2,Palms1,A.ten,140,A,20,20,0,100,IndivCross,1,NorthxCentral
909,14,2,17.12.20,2020,10:00,Ambient,27.5C,30,Jewell2xPalms1,JewellxPalms,T.F39,Jewell2,Jewell2,Palms1,A.ten,140,A,20,20,0,100,IndivCross,1,NorthxCentral
910,15,2,17.12.20,2020,10:00,Ambient,27.5C,30,Jewell2xPalms1,JewellxPalms,T.F39,Jewell2,Jewell2,Palms1,A.ten,140,A,20,20,0,100,IndivCross,1,NorthxCentral
911,16,2,17.12.20,2020,10:00,Ambient,27.5C,30,Jewell2xPalms1,JewellxPalms,T.F39,Jewell2,Jewell2,Palms1,A.ten,140,A,20,20,0,100,IndivCross,1,NorthxCentral
912,17,2,17.12.20,2020,10:00,Ambient,27.5C,30,Jewell2xPalms1,JewellxPalms,T.F39,Jewell2,Jewell2,Palms1,A.ten,140,A,20,20,0,100,IndivCross,1,NorthxCentral
913,18,2,17.12.20,2020,10:00,Ambient,27.5C,30,Jewell2xPalms1,JewellxPalms,T.F39,Jewell2,Jewell2,Palms1,A.ten,140,A,20,20,0,100,IndivCross,1,NorthxCentral
914,19,2,17.12.20,2020,10:00,Ambient,27.5C,30,Jewell2xPalms1,JewellxPalms,T.F39,Jewell2,Jewell2,Palms1,A.ten,140,A,20,20,0,100,IndivCross,1,NorthxCentral
