No,Timepoint,Tank,Temp,Treatment,Cassette,Plate.Slide,Area,Red,Green,Blue,Hue,Saturation,Brightness,SINGLE.CLUMP,Clump.IndNo,Live.Coral.ID.Number,MatchID,SamplesID,Species,Crosstype,Mom,Dad,Family,Genetic,Cone,popcross,Grey_av,Grey_light,Grey_lum,IndID
6526,T6,5,HOT,SS,365,2758,0.8202,181.561,148.2353,104.2858,23.7379,108.8723,181.561,S,NA,2,2,,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,144.6940333,142.9234,153.398565,5.365.2758.2
6511,T0,5,HOT,SS,365,2758,3.5153,165.4269,123.3807,86.4692,19.5497,122.8323,165.4269,C,4,3,3,,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,125.0922667,125.94805,131.934295,5.365.2758.3
6525,T6,5,HOT,SS,365,2758,2.6443,187.9462,153.8979,109.6178,23.628,106.3241,187.9462,C,4,3,3,3,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,150.4873,148.782,159.241579,5.365.2758.3
6513,T0,5,HOT,SS,365,2758,4.5253,167.1371,134.8396,100.0677,21.6169,102.3503,167.1371,C,6,4,4,,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,134.0148,133.6024,140.703941,5.365.2758.4
6527,T6,5,HOT,SS,365,2758,3.7061,186.7215,155.2502,112.2522,24.125,101.6111,186.7215,C,6,1,4,1,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,151.4079667,149.48685,159.96181,5.365.2758.4
6514,T0,5,HOT,SS,365,2758,1.2941,162.3027,123.5442,86.4085,20.4452,119.4727,162.3027,S,NA,5,5,,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,124.0851333,124.3556,131.086823,5.365.2758.5
6524,T6,5,HOT,SS,365,2758,0.6856,182.4449,159.8382,113.4186,28.0903,96.2799,182.4449,S,NA,4,5,,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,151.9005667,147.93175,161.514054,5.365.2758.5
6520,T0,5,HOT,SS,365,2758,1.2087,171.4662,133.1358,95.8791,20.6488,112.9568,171.4662,S,NA,6,6,,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,133.4937,133.67265,140.536683,5.365.2758.6
6521,T6,5,HOT,SS,365,2758,0.9783,188.763,154.0199,110.8325,23.2967,105.678,188.763,S,NA,5,6,6,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,151.2051333,149.79775,159.692216,5.365.2758.6
6512,T0,5,HOT,SS,365,2758,0.9538,169.3552,133.0483,96.1993,21.1838,111.3624,169.3552,S,NA,7,7,,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,132.8676,132.77725,139.88698,5.365.2758.7
6528,T6,5,HOT,SS,365,2758,0.8418,191.3653,165.2186,121.053,26.4008,93.4897,191.3653,S,NA,6,7,5,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,159.2123,156.20915,168.204394,5.365.2758.7
6517,T0,5,HOT,SS,365,2758,1.7265,181.5912,150.8478,113.7387,22.8709,95.4603,181.5912,C,2,8,8,,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,148.7259,147.66495,155.988819,5.365.2758.8
6529,T6,5,HOT,SS,365,2758,1.4989,195.7987,170.6205,127.1955,26.6279,89.2256,195.7987,C,2,7,8,2,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,164.5382333,161.4971,173.39721,5.365.2758.8
6518,T0,5,HOT,SS,365,2758,0.7633,178.9236,149.1146,112.558,23.0821,94.817,178.9236,S,NA,9,9,,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,146.8654,145.7408,154.036074,5.365.2758.9
6523,T6,5,HOT,SS,365,2758,0.5862,192.4711,170.0663,127.4705,27.715,85.9367,192.4711,S,NA,8,9,,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,163.3359667,159.9708,172.102202,5.365.2758.9
6530,T0,5,HOT,SS,365,3114,1.4114,129.8758,97.9046,64.1918,21.3329,129.0712,129.8758,S,NA,1,1,,A.ten,IndivCross,Jewell5,PAL5,Jewell5xPAL5,T.F51,C64,JEWxPAL,97.32406667,97.0338,103.787552,5.365.3114.1
6536,T6,5,HOT,SS,365,3114,1.0658,143.7348,115.8865,72.3848,25.4976,126.4689,143.7348,S,NA,3,1,3,A.ten,IndivCross,Jewell5,PAL5,Jewell5xPAL5,T.F51,C64,JEWxPAL,110.6687,108.0598,119.455803,5.365.3114.1
6534,T0,5,HOT,SS,365,3114,2.3667,131.3635,98.0784,65.1129,20.6884,128.8829,131.3635,C,2,2,2,,A.ten,IndivCross,Jewell5,PAL5,Jewell5xPAL5,T.F51,C64,JEWxPAL,98.18493333,98.2382,104.437725,5.365.3114.2
6538,T6,5,HOT,SS,365,3114,1.9454,148.0261,117.8071,76.3146,24.2687,123.7988,148.0261,C,2,1,2,2,A.ten,IndivCross,Jewell5,PAL5,Jewell5xPAL5,T.F51,C64,JEWxPAL,114.0492667,112.17035,122.308625,5.365.3114.2
6532,T0,5,HOT,SS,365,3114,2.1924,143.8601,112.0775,79.0708,21.3157,115.193,143.8601,C,2,3,3,,A.ten,IndivCross,Jewell5,PAL5,Jewell5xPAL5,T.F51,C64,JEWxPAL,111.6694667,111.46545,117.981543,5.365.3114.3
6537,T6,5,HOT,SS,365,3114,1.616,157.5499,129.4755,88.8728,24.7714,111.2631,157.5499,C,2,2,3,1,A.ten,IndivCross,Jewell5,PAL5,Jewell5xPAL5,T.F51,C64,JEWxPAL,125.2994,123.21135,133.431523,5.365.3114.3
6533,T0,5,HOT,SS,365,3114,1.3862,145.1904,109.7857,74.8283,20.7478,123.9405,145.1904,S,NA,4,4,,A.ten,IndivCross,Jewell5,PAL5,Jewell5xPAL5,T.F51,C64,JEWxPAL,109.9348,110.00935,116.561796,5.365.3114.4
6539,T6,5,HOT,SS,365,3114,0.8861,161.7594,134.2503,91.0898,25.5412,111.2101,161.7594,S,NA,5,4,,A.ten,IndivCross,Jewell5,PAL5,Jewell5xPAL5,T.F51,C64,JEWxPAL,129.0331667,126.4246,137.755375,5.365.3114.4
6531,T0,5,HOT,SS,365,3114,1.0733,145.2492,113.5793,80.269,21.4535,114.8688,145.2492,S,NA,5,5,,A.ten,IndivCross,Jewell5,PAL5,Jewell5xPAL5,T.F51,C64,JEWxPAL,113.0325,112.7591,119.416137,5.365.3114.5
6535,T6,5,HOT,SS,365,3114,0.9423,166.2793,139.1601,99.0466,25.021,102.953,166.2793,S,NA,4,5,4,A.ten,IndivCross,Jewell5,PAL5,Jewell5xPAL5,T.F51,C64,JEWxPAL,134.8286667,132.66295,142.883375,5.365.3114.5
6542,T0,5,HOT,SS,403,1445,3.2679,140.3349,107.1417,71.3652,21.5924,125.6414,140.3349,C,3,1,1,,A.ten,IndivCross,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAVxDAV,106.2806,105.85005,113.164245,5.403.1445.1
6544,T6,5,HOT,SS,403,1445,3.142,NA,NA,NA,NA,NA,NA,C,3,2,1,4.5,A.ten,IndivCross,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAVxDAV,#VALUE!,0,#VALUE!,5.403.1445.1
6541,T0,5,HOT,SS,403,1445,5.0268,133.1445,94.991,61.4854,19.4529,138.3857,133.1445,C,5,2,2,,A.ten,IndivCross,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAVxDAV,96.5403,97.31495,102.751434,5.403.1445.2
6543,T6,5,HOT,SS,403,1445,4.3769,150.1205,116.1402,73.02,23.3787,131.5691,150.1205,C,5,1,2,2,A.ten,IndivCross,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAVxDAV,113.0935667,111.57025,121.591068,5.403.1445.2
6540,T0,5,HOT,SS,403,1445,1.2753,150.1801,115.0102,76.2657,21.8794,126.3924,150.1801,S,NA,3,3,,A.ten,IndivCross,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAVxDAV,113.8186667,113.2229,121.299275,5.403.1445.3
6545,T6,5,HOT,SS,403,1445,0.8922,158.1481,130.3612,84.9108,26.0202,117.9282,158.1481,S,NA,3,3,1,A.ten,IndivCross,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAVxDAV,124.4733667,121.52945,133.697726,5.403.1445.3
6546,T0,5,HOT,SS,403,1526,0.6661,107.0416,77.9168,50.0351,20.4216,135.9357,107.0416,S,NA,1,1,,A.ten,IndivCross,PAL2,PAL5,PAL2xPAL5,T.F35,C86,PALxPAL,78.33116667,78.53835,83.587253,5.403.1526.1
6551,T6,5,HOT,SS,403,1526,0.4166,91.7891,74.4045,42.1927,27.1495,138.0838,91.7891,S,NA,1,1,2,A.ten,IndivCross,PAL2,PAL5,PAL2xPAL5,T.F35,C86,PALxPAL,69.4621,66.9909,76.076582,5.403.1526.1
6547,T0,5,HOT,SS,403,1526,1.9818,130.161,100.2912,71.0552,20.6363,115.9942,130.161,C,2,2,2,,A.ten,IndivCross,PAL2,PAL5,PAL2xPAL5,T.F35,C86,PALxPAL,100.5024667,100.6081,106.03618,5.403.1526.2
6549,T6,5,HOT,SS,403,1526,1.2707,129.7869,103.586,66.4117,24.4704,124.6489,129.7869,C,2,2,2,1,A.ten,IndivCross,PAL2,PAL5,PAL2xPAL5,T.F35,C86,PALxPAL,99.9282,98.0993,107.357097,5.403.1526.2
6548,T0,5,HOT,SS,403,1526,1.5843,136.3573,104.8718,74.1134,20.6002,117.222,136.3573,C,2,3,3,,A.ten,IndivCross,PAL2,PAL5,PAL2xPAL5,T.F35,C86,PALxPAL,105.1141667,105.23535,110.934026,5.403.1526.3
6550,T6,5,HOT,SS,403,1526,1.0611,136.6067,109.8476,71.9959,24.4432,120.4035,136.6067,C,2,3,3,3,A.ten,IndivCross,PAL2,PAL5,PAL2xPAL5,T.F35,C86,PALxPAL,106.1500667,104.3013,113.711643,5.403.1526.3
6557,T0,5,HOT,SS,403,2357,3.9722,169.3295,134.5037,97.9091,21.396,107.9608,169.3295,C,3,1,1,,A.ten,IndivCross,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,C93,SWIxSWI,133.9141,133.6193,140.926034,5.403.2357.1
6559,T6,5,HOT,SS,403,2357,4.178,NA,NA,NA,NA,NA,NA,C,3,1,1,4,A.ten,IndivCross,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,C93,SWIxSWI,#VALUE!,0,#VALUE!,5.403.2357.1
6562,T6,5,HOT,SS,403,2357,4.178,NA,NA,NA,NA,NA,NA,C,3,3,1,4,A.ten,IndivCross,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,C93,SWIxSWI,#VALUE!,0,#VALUE!,5.403.2357.1
6556,T0,5,HOT,SS,403,2357,3.4462,168.8772,138.5293,104.1415,22.1133,97.566,168.8772,C,4,2,2,,A.ten,IndivCross,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,C93,SWIxSWI,137.1826667,136.50935,143.851012,5.403.2357.2
6563,T6,5,HOT,SS,403,2357,3.55,NA,NA,NA,NA,NA,NA,C,4,2,2,2,A.ten,IndivCross,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,C93,SWIxSWI,#VALUE!,0,#VALUE!,5.403.2357.2
6564,T6,5,HOT,SS,403,2357,3.55,NA,NA,NA,NA,NA,NA,C,4,4,2,2,A.ten,IndivCross,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,C93,SWIxSWI,#VALUE!,0,#VALUE!,5.403.2357.2
6554,T0,5,HOT,SS,403,2357,1.1616,169.6981,139.004,102.5921,22.6414,100.7362,169.6981,S,NA,3,3,,A.ten,IndivCross,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,C93,SWIxSWI,137.0980667,136.1451,144.206921,5.403.2357.3
6561,T6,5,HOT,SS,403,2357,0.961,172.5395,142.3293,93.0124,26.0566,117.4185,172.5395,S,NA,5,3,1,A.ten,IndivCross,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,C93,SWIxSWI,135.9604,132.77595,145.967501,5.403.2357.3
6553,T0,5,HOT,SS,403,2357,0.7432,173.8963,145.0838,111.1424,22.5688,91.9109,173.8963,S,NA,4,4,,A.ten,IndivCross,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,C93,SWIxSWI,143.3741667,142.51935,149.993996,5.403.2357.4
6560,T6,5,HOT,SS,403,2357,0.651,174.5968,148.4087,105.5741,26.406,101.4287,174.5968,S,NA,6,4,5,A.ten,IndivCross,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,C93,SWIxSWI,142.8598667,140.08545,151.553324,5.403.2357.4
6552,T0,5,HOT,SS,403,2357,1.6876,177.9812,151.253,115.4534,23.9671,89.8716,177.9812,C,3,5,5,,A.ten,IndivCross,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,C93,SWIxSWI,148.2292,146.7173,155.333504,5.403.2357.5
6555,T0,5,HOT,SS,403,2357,0.8497,195.6682,162.7271,127.0415,21.8475,89.3903,195.6682,S,NA,6,6,,A.ten,IndivCross,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,C93,SWIxSWI,161.8122667,161.35485,168.684014,5.403.2357.6
6558,T6,5,HOT,SS,403,2357,0.8292,198.9561,172.7594,129.0756,26.1511,89.4828,198.9561,S,NA,8,6,6,A.ten,IndivCross,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,C93,SWIxSWI,166.9303667,164.01585,175.813192,5.403.2357.6
6572,T0,5,HOT,SS,403,2789,1.0366,159.3529,119.9812,85.893,19.3922,117.7777,159.3529,S,NA,2,2,,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,121.7423667,122.62295,128.043008,5.403.2789.2
6579,T6,5,HOT,SS,403,2789,0.6207,155.7013,113.4089,67.7042,21.7836,144.5835,155.7013,S,NA,1,2,5,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,112.2714667,111.70275,121.069103,5.403.2789.2
6566,T0,5,HOT,SS,403,2789,4.8637,155.5417,124.5819,92.4143,21.1476,103.4808,155.5417,C,6,3,3,,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,124.1793,123.978,130.331404,5.403.2789.3
6578,T6,5,HOT,SS,403,2789,1.974,NA,NA,NA,NA,NA,NA,C,4,0,3,1,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,#VALUE!,0,#VALUE!,5.403.2789.3
6565,T0,5,HOT,SS,403,2789,0.7403,152.2456,122.5885,88.5292,22.3054,106.393,152.2456,S,NA,4,4,,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,121.1211,120.3874,127.739107,5.403.2789.4
6576,T6,5,HOT,SS,403,2789,0.6114,158.7032,128.2267,84.1113,24.8669,120.1413,158.7032,S,NA,2,4,3,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,123.6804,121.40725,132.516956,5.403.2789.4
6568,T0,5,HOT,SS,403,2789,0.7082,153.5943,123.7006,89.2918,22.4164,107.2705,153.5943,S,NA,5,5,,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,122.1955667,121.44305,128.883742,5.403.2789.5
6574,T6,5,HOT,SS,403,2789,0.476,171.6014,141.3086,93.4932,25.7897,116.18,171.6014,S,NA,3,5,4,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,135.4677333,132.5473,145.136746,5.403.2789.5
6571,T0,5,HOT,SS,403,2789,0.9578,145.9872,116.4222,83.3883,21.9436,109.1688,145.9872,S,NA,6,6,,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,115.2659,114.68775,121.657971,5.403.2789.6
6575,T6,5,HOT,SS,403,2789,0.6096,161.7584,142.9823,101.7253,28.733,94.3591,161.7584,S,NA,4,6,2,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,135.4886667,131.74185,144.07686,5.403.2789.6
6569,T0,5,HOT,SS,403,2789,2.748,152.7732,123.5067,93.4317,21.052,99.4577,152.7732,C,5,7,7,,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,123.2372,123.10245,128.9784,5.403.2789.7
6573,T6,5,HOT,SS,403,2789,0.9434,164.9863,137.8019,99.4031,24.5111,101.1038,164.9863,C,3,5,7,,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,134.0637667,132.1947,141.733352,5.403.2789.7
6567,T0,5,HOT,SS,403,2789,0.6254,155.2769,129.0921,93.2723,24.095,101.5826,155.2769,S,NA,8,8,,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,125.8804333,124.2746,133.007362,5.403.2789.8
6570,T0,5,HOT,SS,403,2789,0.496,152.489,126.587,92.299,23.789,100.592,152.489,S,NA,0,9,,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,123.7916667,122.394,130.58592,5.403.2789.9
6577,T6,5,HOT,SS,403,2789,0.3068,147.8157,120.2923,78.5962,25.7042,120.8545,147.8157,S,NA,6,9,,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,115.5680667,113.20595,123.962749,5.403.2789.9
6582,T0,5,HOT,SS,404,1483,0.8811,182.2248,151.8316,115.4442,22.9023,93.5566,182.2248,S,NA,1,1,,A.ten,IndivCross,Jewell6,PAL1,Jewell6xPAL1,T.F38,C31,JEWxPAL,149.8335333,148.8345,156.946946,5.404.1483.1
6583,T6,5,HOT,SS,404,1483,0.8933,182.9283,161.1072,119.6904,27.4559,87.9359,182.9283,S,NA,1,1,1,A.ten,IndivCross,Jewell6,PAL1,Jewell6xPAL1,T.F38,C31,JEWxPAL,154.5753,151.30935,163.097682,5.404.1483.1
6580,T0,5,HOT,SS,404,1483,0.6056,187.503,162.4138,127.1617,24.5957,82.0143,187.503,S,NA,2,2,,A.ten,IndivCross,Jewell6,PAL1,Jewell6xPAL1,T.F38,C31,JEWxPAL,159.0261667,157.33235,166.062829,5.404.1483.2
6581,T0,5,HOT,SS,404,1483,0.5026,188.1934,165.0079,128.9119,25.4943,80.0129,188.1934,S,NA,3,3,,A.ten,IndivCross,Jewell6,PAL1,Jewell6xPAL1,T.F38,C31,JEWxPAL,160.7044,158.55265,167.99299,5.404.1483.3
6586,T0,5,HOT,SS,404,2755,2.3015,165.3764,132.9391,100.8927,20.7716,99.5778,165.3764,C,3,2,2,,A.ten,IndivCross,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEWxDAV,133.0694,133.13455,139.145186,5.404.2755.2
6584,T0,5,HOT,SS,404,2755,1.3805,168.1056,135.0209,100.8273,21.2214,101.9246,168.1056,S,NA,3,3,,A.ten,IndivCross,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEWxDAV,134.6512667,134.46645,141.185014,5.404.2755.3
6585,T0,5,HOT,SS,404,2755,0.7295,168.422,139.2636,105.8075,22.2591,94.6846,168.422,S,NA,4,4,,A.ten,IndivCross,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEWxDAV,137.8310333,137.11475,144.330949,5.404.2755.4
6587,T0,5,HOT,SS,404,2755,1.3758,159.7781,132.9144,100.7417,22.737,94.3612,159.7781,C,2,5,5,,A.ten,IndivCross,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEWxDAV,131.1447333,130.2599,137.434513,5.404.2755.5
6588,T0,5,HOT,SS,404,2755,1.2872,163.6708,138.0467,104.2436,23.7248,92.348,163.6708,C,3,6,6,,A.ten,IndivCross,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEWxDAV,135.3203667,133.9572,142.015589,5.404.2755.6
6597,T0,5,HOT,SS,404,2862,0.7561,152.6476,123.8219,92.4862,21.7705,100.3781,152.6476,S,NA,10,10,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,122.9852333,122.5669,129.022683,5.404.2862.10
6607,T6,5,HOT,SS,404,2862,0.6935,148.2861,126.8634,90.9019,26.3053,98.8204,148.2861,S,NA,10,10,8,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,122.0171333,119.594,129.334445,5.404.2862.10
6589,T0,5,HOT,SS,404,2862,1.219,95.759,66.955,41.865,19.476,144.036,95.759,S,NA,4,11,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,68.193,68.812,72.8363,5.404.2862.11
6608,T6,5,HOT,SS,404,2862,1.4374,96.1766,74.5353,42.1701,27.267,147.2335,96.2305,S,NA,3,11,6,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,70.96066667,69.17335,77.467518,5.404.2862.11
6590,T0,5,HOT,SS,404,2862,1.268,118.445,85.189,56.475,19.603,134.141,118.445,S,NA,8,12,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,86.703,87.46,92.00726,5.404.2862.12
6606,T6,5,HOT,SS,404,2862,1.5184,121.6979,98.4508,61.4904,25.7195,126.1878,121.6979,S,NA,8,12,5,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,93.8797,91.59415,101.359286,5.404.2862.12
6591,T0,5,HOT,SS,404,2862,1.3405,160.405,125.895,93.653,20.451,107.6178,160.4056,S,NA,2,2,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,126.651,127.029,132.70138,5.404.2862.2
6592,T0,5,HOT,SS,404,2862,0.7515,101.15,74.1543,49.0436,20.0585,131.2444,101.15,S,NA,3,3,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,74.78263333,75.0968,79.490833,5.404.2862.3
6603,T6,5,HOT,SS,404,2862,0.8976,98.2892,75.8087,42.057,25.0614,146.2651,98.2892,S,NA,1,3,3,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,72.05163333,70.1731,78.840163,5.404.2862.3
6599,T0,5,HOT,SS,404,2862,0.947,102.183,75.609,49.259,20.827,132.424,102.183,S,NA,4,4,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,75.68366667,75.721,80.6827,5.404.2862.4
6601,T6,5,HOT,SS,404,2862,0.9733,100.1731,80.4876,47.8542,26.6382,136.3385,100.1831,S,NA,2,4,4,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,76.17163333,74.01365,82.803576,5.404.2862.4
6596,T0,5,HOT,SS,404,2862,0.6117,109.06,85.2713,58.977,22.0259,117.1636,109.06,S,NA,5,5,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,84.4361,84.0185,89.515537,5.404.2862.5
6609,T6,5,HOT,SS,404,2862,0.6816,93.6054,72.8669,39.5304,25.7707,147.158,93.6054,S,NA,4,5,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,68.66756667,66.5679,75.421435,5.404.2862.5
6598,T0,5,HOT,SS,404,2862,1.3632,100.9538,74.0058,46.1204,21.3727,139.4218,100.9538,S,NA,6,6,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,73.69333333,73.5371,79.022806,5.404.2862.6
6600,T6,5,HOT,SS,404,2862,1.2131,93.9742,70.5381,35.3232,25.0229,159.6118,93.9742,S,NA,5,6,2,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,66.61183333,64.6487,73.695291,5.404.2862.6
6593,T0,5,HOT,SS,404,2862,1.3722,105.3448,77.5143,50.8027,20.3558,132.2254,105.3448,S,NA,7,7,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,77.88726667,78.07375,82.925174,5.404.2862.7
6605,T6,5,HOT,SS,404,2862,1.2865,101.8623,81.1156,45.0168,26.583,142.3577,101.8623,S,NA,6,7,1,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,75.99823333,73.43955,83.368742,5.404.2862.7
6595,T0,5,HOT,SS,404,2862,0.73,109.242,77.21,48.579,19.874,141.781,109.242,S,NA,8,8,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,78.34366667,78.9105,83.67019,5.404.2862.8
6602,T6,5,HOT,SS,404,2862,0.665,105.2334,79.3611,43.2918,24.2718,150.2886,105.2334,S,NA,7,8,7,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,75.9621,74.2626,83.155167,5.404.2862.8
6594,T0,5,HOT,SS,404,2862,0.9034,130.4715,95.4954,67.12,18.6122,124.0598,130.4715,S,NA,9,9,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,97.69563333,98.79575,102.866936,5.404.2862.9
6604,T6,5,HOT,SS,404,2862,0.9992,132.2555,107.7834,71.8364,24.7823,116.4577,132.2555,S,NA,9,9,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,103.9584333,102.04595,111.17086,5.404.2862.9
6615,T0,5,HOT,SS,404,2866,0.894,185.9046,148.2143,112.0012,20.6577,101.8458,185.9046,S,NA,1,1,,A.ten,IndivCross,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PARxPAR,148.7067,148.9529,155.537949,5.404.2866.1
6619,T6,5,HOT,SS,404,2866,0.8807,179.0511,155.2911,114.1059,26.5531,93.4841,179.0511,S,NA,2,1,6,A.ten,IndivCross,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PARxPAR,149.4827,146.5785,157.888728,5.404.2866.1
6611,T0,5,HOT,SS,404,2866,0.8393,175.547,139.3616,100.6791,21.6907,109.7113,175.5491,S,NA,2,2,,A.ten,IndivCross,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PARxPAR,138.5292333,138.11305,145.962145,5.404.2866.2
6624,T6,5,HOT,SS,404,2866,0.7745,161.8935,133.8959,88.1,26.2101,117.3715,161.8935,S,NA,1,2,4,A.ten,IndivCross,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PARxPAR,127.9631333,124.99675,137.257631,5.404.2866.2
6610,T0,5,HOT,SS,404,2866,1.0078,163.8471,128.1043,90.1061,21.4823,114.8396,163.8471,S,NA,3,3,,A.ten,IndivCross,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PARxPAR,127.3525,126.9766,134.647338,5.404.2866.3
6621,T6,5,HOT,SS,404,2866,0.8789,164.0696,136.9021,91.6583,26.229,112.3068,164.0696,S,NA,3,3,,A.ten,IndivCross,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PARxPAR,130.8766667,127.86395,140.075532,5.404.2866.3
